No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender
734,HRMN-0734,Ta .Te,Mars on Earth,198000,50,EDP,"Grapefruit, pear, pineapple","Jasmine, lily of the valley, tuberose","Cedar, musky, amberwood",Versatile,Unisex
735,HRMN-0735,Ze . Nith,Mars on Earth,198000,50,EDP,"bergamot, pear, tangerine","sambac jasmine, orange blossom, bigaflower","vanilla, white musk, benzoin",Versatile,Female
736,HRMN-0736,Niseko,Readyset,189000,35,EDP,"Mimosa, Pink Pepper",-,"Vanilla, Almond, Tiare Flower",Night,Female
737,HRMN-0737,De Latoya,Readyset,189000,35,EDP,"Lemon, Bergamot, Apple","Juniper Berries, Rose, Tuberose","Cetalox, Musk",Versatile,Female
738,HRMN-0738,Pearl,Readyset,189000,35,EDP,"Bergamot, Orange","Broom, Tuberose, Honey, Jasmine",Vanilla,Night,Female
739,HRMN-0739,Emerald,Readyset,189000,35,EDP,"Peony Leaf, Violet, Rose","Green Apple, Tea","Cashmere, Vetiver",Versatile,Unisex
740,HRMN-0740,Virgn's First,Aksen,319000,100,XDP,"Turkey Red Rose, Pink Pepper, Mandarin Orange, Bergamot","Raspberry Bloom, Lilac, Peach, Geranium, Jasmine, Blackcurrant","Papyrus, Amber, Patchouli, White Musk, Vanilla",Night,Female
741,HRMN-0741,New Romance,Aksen,319000,100,XDP,"Lily Of The Valley, Peach, Blackcurrant, Bergamot, Turkey Red Rose, Pink Pepper, Green, Lemon, Kiwi, Rhubarb","Jasmine, Carnation, Raspberry Bloom, Ozonic Accord, Freesia, Watermelon, Cyclamen","Orange Blossom Accord, Musk, Leather Accord, Papyrus, Amber, White Wood, Citrus Wood, Sandalwood",Versatile,Female
742,HRMN-0742,Dancing Water,Avila,250000,110,EDP,"Mandarin, Grapefruit, Pear, Cassis, Red Berries, Pink Pepper","Water Lily, Jasmine, Rose, Magnolia","Vanilla, Amber, Cedarwood, Musk, Patchouli",Versatile,Female
743,HRMN-0743,Love Potion with Dancing Glitter,Avila,250000,110,EDP,"Bergamot, Pink pepper, Ozone, Juniperberry, Blood Orange","Rose, Jasmine, Freesia, Neroli","Vanila, Amber, Musk, Moss, Sandalwood, Vetiver",Versatile,Female
744,HRMN-0744,Blooming Peony,Avila,250000,110,EDP,"mandarin, bergamot, muguet, green, herbal","peony, rose, jasmine, dewberry, orange flower","musk, patchouli, amber",Versatile,Female
745,HRMN-0745,Freshia,Avila,195000,110,EDP,"pear, orange, bergamot, lemon, lily, green","freesia, jasmine, rose, fruity, ylang ylang prune","musk, amber, patchouli, cedarwood, tonka, sandalwood",Versatile,Unisex
746,HRMN-0746,Gabrielis,Avila,195000,110,EDP,"berries, citrus, peppery, fruity","jasmine, rose, spicy, muguet, neroli","tuberose, sandalmusk, musk, amber",Night,Female
747,HRMN-0747,Infinity,Avila,250000,110,EDP,"lemon, lavandin, grapefruit, ozone, mandarin, bergamot","cardamon, coriander, jasmine sambac, fruity, pink pepper, caramel","sandal, musk, Patchouli, moss, amber, vanilla",Versatile,Unisex
748,HRMN-0748,Avant Garde,Avila,250000,110,EDP,"bergamot, elemi, pink pepper, birch tar, blackcurrant","clary sage, orange flower, patchouli, juniperberry, white floral","amber, leather, musc, cedarwood, vanilla moss",Night,Male
749,HRMN-0749,Orpheus,Avila,195000,110,EDP,"juniperberry, mandarin, lemon, pink pepper","jasmine, rose, muguet, magnolia, ylang","cedarwood, musk, amber, vetiver",Night,Female
750,HRMN-0750,Comma,CONSTANT,318000,50,EDP,"Water Flower, Acacia Sage, Amaretto","Woody, Orris Bigrade, Green Leaves","Musky, Amber, Lotus, Sandalwood",Day,Female
751,HRMN-0751,Dot,CONSTANT,318000,50,EDP,"Rose, Pink peppercorn","Maltol, patchouli, guaiac wood","Oud, Amber, Sandalwood",Night,Unisex
752,HRMN-0752,Milky Bath,EBE,170000,30,EDP,"Bergamot, blackcurrant, freesia","Apple, Muguet, Whipped cream","Vanilla, apricot, musk, amber",Day,Female
753,HRMN-0753,De Luna,EBE,170000,30,EDP,"Lemon, bergamot, williams pears, freesia","rose, aniseed, lily of valley, peony","patchouli, musk, peach, amber",Day,Female
754,HRMN-0754,Lost Signorina,EBE,180000,30,EDP,"Pink pepper, Redcurrant","Rose, Jasmine, Peony","Musk, Vanilla",Day,Unisex
755,HRMN-0755,Sweet Disaster,EBE,180000,30,EDP,"cherry, rhubarb, pineapple","jasmine, neroli, peony","cotton candy, vanilla, musk, amber",Day,Female
756,HRMN-0756,Blue Desire,EBE,180000,30,EDP,"Sparkling lemon, spices","Lavender, iris","Woods, Amber",Versatile,Unisex
757,HRMN-0757,Wanderlust,EBE,150000,30,EDP,"Bergamot, Clary Sage, Rosemarry, Orange, Fresia, Quince, Pear, Pepperming","Geranium, Coriander, Juniper berries, Lavender, Jasmine Sambac, Cyclamen, Blueberry","Oakmoss, Cedar wood, Musk, Amber, Patchouli, Vanilla",Versatile,Unisex
758,HRMN-0758,Marvelous,EBE,150000,30,EDP,"Bergamot, Blackcurrant, Freesia","Apple, ,Muguet, Whipped Cream","Vanilla, Apricot, Musk, Amber",Day,Female
759,HRMN-0759,Precious,EBE,150000,30,EDP,"Fresh watery accord, powdery",Peony,"Musky notes, Powdery notes, Marine notes",Day,Female
760,HRMN-0760,Echoes,S.TOI,269000,50,EDP,"Clover, Rosewood","Coconut husk, Shea","Amber, Patchouli",Versatile,Unisex
761,HRMN-0761,Oceans,S.TOI,269000,50,EDP,"Lavender, Pink Pepper, Bergamot","Heliotrope, Lily of the Valley","Sandalwood, Ambrette Seed, Metal",Versatile,Unisex
762,HRMN-0762,Enigma,S.TOI,269000,50,EDP,"Hay, Litsea Cubeba",Jasmine Sambac,"Sandalwood, Patchouli",Versatile,Unisex
763,HRMN-0763,Constellation,S.TOI,259000,50,EDP,"Lime, Tumeric","Honey, Ylang Ylang, Tuberose","Amber, Musk",Versatile,Unisex
764,HRMN-0764,Ray of Sunshine,S.TOI,259000,50,EDP,"Vetiver, Neroli, Saffron","Hibiscus, Black Berries","Tuberose, Vanilla",Versatile,Unisex
765,HRMN-0765,Intermission,S.TOI,259000,50,EDP,"Clove, Rice","Jasmine, Tuberoes","Musk, Frankinsense, Sandalwood",Night,Unisex
766,HRMN-0766,Unopened Letter,Saudade,368000,50,EDP,"Geranium, Coriander, Pink Pepper","Violet, Amber, Oakmoss","Vetiver, Patchouli, Musk",Versatile,Unisex
767,HRMN-0767,Under The Rug,Saudade,368000,50,EDP,"Agarwood, Leather","Rosewood, Incense, Sichuan Pepper, Vetiver","Sandalwood, Jasmine",Night,Unisex
768,HRMN-0768,Tangled Thread,Saudade,368000,50,EDP,"Neroli, Green Tea","Lily of the Valley, Jasmine, Lotus","White Woods, Clean Musk",Day,Unisex
769,HRMN-0769,Pinky Promise,Saudade,368000,50,EDP,Moroccan Rose,"Black Pepper, Taif Rose","Pomegranate, Cedarwood, Ambrette",Versatile,Unisex
770,HRMN-0770,Firenze,GioiA,335200,30,EDP,"Pink Pepper, Bergamot","Lavender, Geranium Egypt","Labdanum, Vanilla, Vetiver",Versatile,Male
771,HRMN-0771,Jenny,GioiA,362000,70,EDP,"Saffron, White Pepper, Bergamot","Rose, Cedarwood, Peony","Oud, Musk, Amber, Vanilla",Versatile,Female
772,HRMN-0772,Golden Age,Elvicto,128000,35,XDP,Bergamot,"Neroli, Lavender","Sandalwood, Cashmeran, Musk",Day,Male
773,HRMN-0773,Old Money,Elvicto,128000,35,XDP,"Bergamot, Lemon, Aldehydic, Lime, Orange, Grapefruit","Pine, Palmarosa, Litsea Cubeba, Ozone","Musks, Cedarwood, Balsamic, Amber",Versatile,Male
774,HRMN-0774,Las Vegas,Elvicto,128000,35,XDP,"Bergamot, Grapefruit, Pepper, Fig, Watery","Violet, Patchouli, Fennel, Geranium","Tonka Bean, Vetiver, Incence, Musks",Night,Male
775,HRMN-0775,Xtrovert,Elvicto,128000,35,XDP,"Passion Fruit,Pear,Rapsberry","Cassis Buds,Lily Of The Valley","Patchouli,Heliotrope,Sandal Wood,Amber,Ambroxan",Day,Female
776,HRMN-0776,Helios,Elvicto,128000,35,XDP,Cyclamen,"Ciste, Labdanum","Musky, Cedarwood, Vanilla",Night,Male
777,HRMN-0777,Suit & Tie,Elvicto,128000,35,XDP,"Lemon, Bergamot, Basil","Lavender, Orange Blossom, Clary Sage","Cedarwood, Patchouli, Vanilla",Versatile,Male
778,HRMN-0778,Beach Club,Elvicto,128000,35,XDP,"Blackcurrant, Mandarin, Orange","Coconut, Peach, White Flowers","Musks, Vanilla",Day,Female
779,HRMN-0779,Escobar,Elvicto,128000,35,XDP,"Grapefruit, Pear, Black Tea","Lavender, Fern, Pepper","Precious woods, Musks, Leather",Night,Male
780,HRMN-0780,Haluu,Elvicto,128000,35,XDP,"Saffron, Fir, Bergamot, Nagarmotha","Oud, White Floral, Tageta","Amber, Musk, Caramel Cedar, Moss",Night,Unisex
781,HRMN-0781,420,Filosophia,450000,100,EDP,"Clary Sage, Petitgrain","420 Leaf Accord, Geranium","Guaiac Wood, Vanilla, Fir Balsam, Patchouli, Vetiver, Sandalwood",Versatile,Unisex
782,HRMN-0782,Twilight,Hindsight,429000,50,EDP,"Cinnamon, Dates, Bergamot","Caramel, Tuberose, Rose Absolute","Balinese Vanilla, Tonka Bean, Sumatran Benzoin",Night,Unisex
783,HRMN-0783,Beauquet,Hindsight,449000,50,XDP,"Tuberose, Clary Sage, Bergamot","Orange Blossom, Jasmine, Ylang Ylang","Vetiver, Balinese Vanilla",Night,Female
784,HRMN-0784,Tangelo,Hindsight,389000,50,EDP,"Tangelo, Blackcurrant, Fig","Jasmine Sambac, Coconut, Tuberose","Tonka Bean, Patchouli, Amberwood, Balinese Vanilla",Day,Unisex
785,HRMN-0785,Muskmallow,Hindsight,389000,50,EDP,"Bergamot, Neroli, Petitgrain","Orange Blossom, Whipped Cream Accord","Heliotrope, Tonka Bean, Musk",Versatile,Female
786,HRMN-0786,Enchantee,KIYO+,219000,50,EDP,"Lemon, Mandarin, Pink Pepper","Guava, Freesia, Jasmine, Cassis","Clearwood, Musk, Cedar",Day,Female
787,HRMN-0787,Memoire,KIYO+,219000,50,EDP,Pink Pepper,"Coffee, Almond, Licorice","Vanilla, Patchouli, Cedar",Day,Female
788,HRMN-0788,Missing Heirloom,Le Secre,189000,30,EDP,Narcissus,Coconut Water,"Cashmeran, Cedar",Day,Unisex
789,HRMN-0789,Down The Aisle,Le Secre,189000,30,EDP,"Mandarin, Blackcurrant, Black pepper","Rose, Osmanthus, Peony","Sandalwood, Patchoulli, Musky",Versatile,Female
790,HRMN-0790,Glams,Odore,132300,60,EDP,"Pear, Jasmine, Ambrette","Ylang-ylang, Narcissus, Rose","Patchouli, Moss",Versatile,Female
791,HRMN-0791,Classe,Odore,220500,60,EDP,Red Apple,"Peony, Rose, Carnation, Jasmine",Suede,Versatile,Female
792,HRMN-0792,Joye,Odore,220500,60,EDP,"Pear Skin, Bergamot, Apple","Jasmine, Lily of the Valley, Violet","Woody, Ambery, White Musks, Vanilla, Cooked Sugar",Versatile,Female
793,HRMN-0793,Sesa,OUDS,150000,35,EDP,"Cardamom, Black Pepper","Iris, Violet, Geranium, Mint","Amber, Cedar, Sandalwood",Versatile,Unisex
794,HRMN-0794,Nerd,OUDS,150000,35,EDP,"Chocolate, Lavender","Honey, Geranium, Jasmine","Musk, Sandalwood, Tonka Bean, Vetiver, Agarwood",Day,Female
795,HRMN-0795,Nusa,OUDS,150000,35,XDP,"Bergamot, Mango, Chamomile, Bulgarian rose","Hedlone, Gualac Wood","Papyrus, Agarwood",Versatile,Unisex
796,HRMN-0796,Strangers,Permenent,299000,50,XDP,"Cardamon, Mimosa, Violet Leaf, Lemon, Mandarin, Grapefruit","Rose Turkish, Cyclamen, Freesia, Cumin, Muguet, Magnolia","Musk, Vanilla, Tonka Bean, Heliotrope, Cedar, Sandal",Night,Female
797,HRMN-0797,Beloved,Permenent,299000,50,XDP,"Mandarin, Bergamot, Ozone, Blackcurrant, Gardenia","Jasmine, Neroli, Rose, Muguet, Prune, Lactone","Musk, Sandal, Amber, Vanilla, Moss, Benzoin",Versatile,Female
798,HRMN-0798,Woods,Permenent,239000,50,XDP,"Bergamot, Clove, Blackpepper","Vetiver, Olibanum, Cedar, Labdanum","Guaiac, Amber, Vanilla",Night,Male
799,HRMN-0799,Sweet,Permenent,239000,50,XDP,"Green Pear, Bergamot, Violet, Mandarin, Rosemary, Pepper, Clary Sage","Magnolia, Sandalwood, Rose, Muguet, Carnation","Amber, Cedar, Musk, Vanilla, Moss, Sandal Wood",Versatile,Female
800,HRMN-0800,Es Teh Pandan,Semerbak,199000,50,XDP,"lavender, white tea, mint","pandan, rose, green tea","sandalwood, patchouli",Versatile,Unisex
801,HRMN-0801,Tapak Rinjani,Semerbak,185000,50,XDP,Black Tea,"Clove, Leather","Patchouli, Tonka Bean, Tobacco",Night,Male
802,HRMN-0802,Nyiur Bersemi,Semerbak,185000,50,XDP,"Strawberry, Osmanthus, White Tea","Coconut, Freesia, Lily of The Valley","Sandalwood, Amber",Day,Female
803,HRMN-0803,Candra Kirana,Semerbak,199000,50,XDP,"rose, raspberry, jasmine","tuberose, magnolia, cucumber","vanilla, buttercream, sandalwood",Night,Female
804,HRMN-0804,Asmoro Bangun,Semerbak,199000,50,XDP,"mandarin, grapefruit, blackcurrant, ginger","ocean, white tea, sakura","oakmoss, tobacco cedarwood",Day,Male
805,HRMN-0805,Tepian Embun,Semerbak,120000,30,EDP,"peony, osmanthus","green, citrus","agarwood, musk, sandalwood",Versatile,Unisex
806,HRMN-0806,Flora Notes,Boura,135150,30,EDP,"Linden Blossom, Lily of the Valley, Lilac, Bergamot","Jasmine, Tuberose, Ylang Ylang, Nutmeg, Carnation","Musk, Iris, Vanilla, Cloves , Sandalwood",Versatile,Female
807,HRMN-0807,Bibliosmia,Boura,220150,50,EDP,"Neroli, Cardamom, Plum, Forest Fruits","Franggipani, Geranium, Mate, Vanilla","Amber, Patchouli, Cashmeran, Sandalwood",Versatile,Male
808,HRMN-0808,Majestic Night,Boura,207200,50,EDP,"Lavender, Apricot, Bergamot","Clove, Cinnamon, Lily of the Valley, Jasmine","Amber, Patchouli, Musk",Night,Unisex
809,HRMN-0809,Ellinika Doors,Boura,220150,50,EDP,"Raspberry, Strawberry, Grapefruit, Pear","Lily, Freesia, Rose","Rhuburb, Musk, Amber",Versatile,Female
810,HRMN-0810,Visco Garden,Boura,220150,50,EDP,"Lemon, Bergamot, Bitter Oranges","Rose, Juniper Berry, Jasmine","Balsam fir, Musk, Ambergis",Versatile,Female
811,HRMN-0811,Living Montage,Boura,233100,50,EDP,"Wild berries, oranges blossom, tangerine, lime","Caramel, pear, jasmine","Madagascar vanilla, licorine, musk, amber",Versatile,Female
812,HRMN-0812,Noisy Bathroom,Boura,220150,50,EDP,"Star Anise, Fennel, Pineapple, Amalfi Lemon","Cotton Flower, Jasmine, Virginia Cedar, Patchouli",-,Day,Female
813,HRMN-0813,24 Hours,Mandalika,810000,100,EDP,"Cardamom, Lemon, Pear","Iris, Cinnamon, Lavender","Vanilla, Amber, Cedar",Versatile,Male
814,HRMN-0814,Mr Fantastic,Mandalika,853000,100,EDP,"Saffron, Pineapple, Orange","Amber, Birch Wood, Rose","Musk, Vanilla, Fragrant Pine Needle",Versatile,Female
815,HRMN-0815,Morning Grass,Mandalika,810000,100,EDP,"Green Apple, Bergamot, Mandarin Orange","Citrus Leaves, Pine, Violet, Cashmeran","Musk, Amber, Oakmoss",Day,Male
816,HRMN-0816,Rebel,Mandalika,810000,100,EDP,Grapefruit,"Pink Pepper, Geranium, Black Pepper","Leather, Vetiver",Night,Male
817,HRMN-0817,Yes I Am,Mandalika,810000,100,EDP,"Cardamom, Coriander, Menthol","Rhubarb, Lily, Rose","Oakmoss, Sandalwood, Lemongrass",Day,Male
818,HRMN-0818,Seduction,Mandalika,526500,100,EDP,"Goji Berry, Apricot Nectar, Pink Pepper","Rubber Seed, Coffee, Calla Lily","Sandalwood, Saffron, Milk, Amber",Night,Female
819,HRMN-0819,The Only One,Mandalika,862500,100,EDP,"Peach, Apple Blossom","Pineapple Flower, Oud","Musk, Patchouli, Rose",Night,Female
820,HRMN-0820,Only The Brave,Mandalika,526500,100,EDP,"Tobacco, Cardamom","Cedarwood, Sandalwood","Vanilla, Musk",Night,Male
821,HRMN-0821,Holy Sweet,Mandalika,591500,100,EDP,"Raspberry, Strawberry, Cherry","Jasmine, Violet","Musk, Amber, Vanilla",Versatile,Female
822,HRMN-0822,Romantica Exotica,Mandalika,210000,10,EDP,"Pear, Strawberry, Raspberry","Jasmine, Peony, Orange Blossom","Patchouli, Musk Blossom, Ambroxan",Versatile,Female
823,HRMN-0823,Vanilla Mango,Mandalika,210000,10,EDP,"Mango, Bergamot, Mandarin Orange","Olibanum, Apple Blossom, Jasmine","Musk, Vanilla, Cedarwood",Day,Female
824,HRMN-0824,Remember Me,Mandalika,810000,100,EDP,"Pear, Poppy, Daffodil","Tuberose, Musk, Jasmine","Patchouli, Vetiver",Night,Female
825,HRMN-0825,Forbidden Temtation,Mandalika,810000,100,EDP,"Blackcurrant, Pear, Red Pepper, Pineapple","Jasmine, Rose, Heliotrope, Grapefruit","Vanilla, Amber, Cedarwood, Patchouli",Versatile,Female
826,HRMN-0826,Princess,Mandalika,210000,10,EDP,"Bergamot, Lychee","Turkish Rose, Lily, Nutmeg","Vanilla, Amber, Cedarwood",Day,Female
827,HRMN-0827,Irrestible,Mandalika,526500,100,EDP,"Mandarin Orange, Lemon, Lavender, Blackcurrant","Jasmine, Pear, Orange Blossom, Petitgrain","Vanilla, Amber, Musk, Cedarwood",Versatile,Female
828,HRMN-0828,Gorgeous,Mandalika,210000,10,EDP,"Mandarin Orange, Bergamot, Red Berries","Jasmine, Tuberose, Orange Blossom","Vanilla, Musk Blossom, Cedarwood",Day,Female
829,HRMN-0829,Sweet Cheery,Mandalika,210000,10,EDP,"Blackcurrant, Cherry, Red Pepper","Rose, Lily, Sambac Jasmine","Vanilla, Vetiver, Orris Flower",Day,Female
830,HRMN-0830,N°1,Mandalika,591500,100,EDP,"Ginger, Bergamot","Violet, Sage","Amber, Cedarwood, Musk",Night,Male
831,HRMN-0831,Hypnotized,Mandalika,526500,100,EDP,"Bergamot, Plum","Hazelnut, Honey","Amber, Cedarwood, Patchouli",Night,Male
832,HRMN-0832,Icon,Mandalika,810000,100,EDP,"Grapefruit, Lemon, Lime","Apple, Lily, Pink Pepper","Amber, Musk, Leather, Labdanum",Versatile,Unisex
833,HRMN-0833,Hedonist,Jayrosse,109000,30,XDP,"Sicilian Orange, Calabrian bergamot, Sicilian Lemon",Fruity Mediterranean notes,"White Musk, Madagascar Vanilla, Amber",Versatile,Male
834,HRMN-0834,Habibi,Jayrosse,89000,30,EDP,"citrus , grass","Roasted Coffee ,Woody",Caramel Vanilla,Night,Male
835,HRMN-0835,Gale,Jayrosse,89000,30,EDP,"Pink Pepper, Juniper, Violet","Toffee, Cinnamon, Lavender, Sage","Vanilla, Amber, Tonka Bean, Suede",Day,Male
836,HRMN-0836,Bruce,Jayrosse,89000,30,EDP,"Pear, Lavender, Mint, Bergamot, Lemon","Cinnamon, Clary Sage, Caraway","Black Vanilla Husk, Amber, Patchouli, Cedar",Night,Male
837,HRMN-0837,Grey,Jayrosse,89000,30,EDP,"Plum, Ozonic notes, Grapefruit, Bergamot","Hazelnut, Honey, Cedar, Cashmere Wood, Orange Blossom","Amberwood, Patchouli, Oakmoss, Vetiver",Night,Male
838,HRMN-0838,Luke,Jayrosse,89000,30,EDP,"Citron, Calabrian bergamot, Sicilian Orange","Tunisian Neroli, Nigerian Ginger, Ceylon Cinnamon","Chinese Black Tea, Ambroxan, Guaiac Wood, Olibanum",Versatile,Male
839,HRMN-0839,Noah,Jayrosse,89000,30,EDP,"Mint, Green Apple, Lemon","Tonka Bean, Ambroxan, Geranium","Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss",Day,Male
840,HRMN-0840,Rouge,Jayrosse,89000,30,EDP,"Calabrian bergamot, Pepper","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi","Ambroxan, Cedar, Labdanum",Night,Male
841,HRMN-0841,About Her,Raine Beauty,284000,50,EDP,"coriander, bergamot, pepper","jasmine, almond, laurel blossoms","vanilla, tonka bean, musks",Night,Female
842,HRMN-0842,Closer Still,Raine Beauty,284000,50,EDP,"Turkish rose, apple, pink pepper","raspberry, rose petals, clove, white flower","wood, musk, amber",Versatile,Female
843,HRMN-0843,She Blooms,Raine Beauty,284000,50,EDP,"lotus leaves, lemon blossom, yellow fruits","white flower, mugane, rose petals, tulip","mimosa powder, precious wood, satin musk",Day,Female
844,HRMN-0844,Madhava,Hipnoza,219000,30,EDP,"Lemon, Grapefruit, Bergamot","Aromatic, Pepper, Pine, Coriander","Ambergris, Oakmoss, Powdery, Marine",Versatile,Unisex
845,HRMN-0845,Isaga,Hipnoza,219000,30,EDP,"Oud, Rose, Guaiac Wood, Cedarwood, Musky","Oud, Rose, Guaiac Wood, Cedarwood","Oud, Rose, Guaiac Wood, Cedarwood, Patchouli",Night,Unisex
846,HRMN-0846,Eleven,Hipnoza,219000,30,EDP,"Orange, Bergamot, Lactone, Milky","Vanilla, Jasmine, Damson, Coumarin","Vanilla, Coconut, Milky, Powdery",Versatile,Female
847,HRMN-0847,Seven,Hipnoza,299000,50,EDP,"White Floral, Melon, Rose, Freesia","Rose, Ambergris, Saffron","Agarwood, Ambergris, Musk",Versatile,Unisex
848,HRMN-0848,Nine,Hipnoza,64900,5,EDP,"Melon, Bergamot, Grapefruit","Vanilla, Rose, Sandalwood","Vanilla, Rose, Powdery",Day,Female
849,HRMN-0849,Orion,Velixir,445000,100,EDP,"Bergamot, Cinnamon","Bourbon Vanilla, Praline, Ambroxan","Woody Notes, Amber, Musk, Heliotrope",Versatile,Unisex
850,HRMN-0850,Helios,Velixir,445000,100,EDP,"Coconut, Mint, Green Notes","Fig, Marine Notes","Woody Nites, Tonka Bean, Vetiver",Day,Unisex
851,HRMN-0851,Galatea,Velixir,445000,100,EDP,"Biscuit, Caramel","Milk, Honey, White Sugar, Tonka Bean","White Musk, Vanilla, Praline, Amber",Night,Unisex
852,HRMN-0852,Adonis,Velixir,445000,100,EDP,"Lavender, Bergamot, Mint","Madagascar Vanilla, Benzon Base","Amber, Tonka Bean, Woody Notes",Night,Unisex
853,HRMN-0853,Athena,Velixir,445000,100,EDP,"Litchi, Rhubarb, Grapefruit","Bulgarian Rose, Freesia, Vanilla","Orris Root, Musk, Akigalawood, Vetiver",Day,Unisex
854,HRMN-0854,Garden of Words,Xociety,228900,50,EDP,"Bergamot, Rhubarb, Grapefruit, Pear, Pineapple, Lemon, Mint, Apple","Jasmine, Violet, Rose, Lily of the Valley, Blackcurrant, Coconut, Orange Blossom","Peach, Sandalwood, Vanilla, Raspberry, Marine, Caramel, Orcanox, Amber Wood, Musk",Versatile,Unisex
855,HRMN-0855,CORPORAT,Xociety,249000,50,EDP,Pineapple,Ylang-Ylang,Amberwood,Day,Unisex
856,HRMN-0856,COPIUM,Xociety,249000,50,EDP,Chamomile,Pear,"Sandalwood, Musk",Night,Unisex
857,HRMN-0857,Sixty Nine Degrees,Naisday,105000,30,XDP,"Peach, Rhubarb, Pear, Green Melon","Jasmine, Freesia, Rose, Lily Of The Valley","Patchouli, Sandalwood, Musks, Cashmere Floral, Oriental Scent",Day,Unisex
858,HRMN-0858,Intimate Moment,Naisday,111000,30,XDP,Apple,"Rose, Jasmine Peony","Vanilla Bean, Amber Floral, Oriental Scent",Versatile,Unisex
859,HRMN-0859,Wonka,Naisday,110000,30,XDP,Caramel,"Coumarin, Madu","Vanila, White Musks",Versatile,Unisex
860,HRMN-0860,Thousand Kisses,Naisday,95000,30,XDP,"Green Apple, Pear, Lemonade Accord, Mint Leaves","Rose, Lily of the Valley, Fresh Flowers","Cedarwood, Moss, Woody Amber, Patchouli",Versatile,Unisex
861,HRMN-0861,Scandalicious,Naisday,104000,30,XDP,"Bergamot, Grapefruit, Pepper, Fig, Watery","Violet, Patchouli, Fennel, Geranium","Tonka Bean, Vetiver, Incense, Musks",Versatile,Unisex
862,HRMN-0862,Wish of Tomorrow,Naisday,115000,30,XDP,"Bergamot, Grapefruit, Pear, Blackcurrant","Jasmine, Violet, Lily of the Valley, Orange Blossom","Patchouli, Vanilla, Moss, Amber",Versatile,Unisex
863,HRMN-0863,Santorini,Naisday,111000,30,XDP,"Mandarin, Galbanum, Ylang","Tuberose, White Floral, Orange Flower","Vanilla, Tonka Bean, Musk",Versatile,Unisex
864,HRMN-0864,Morning X,Naisday,108000,30,XDP,"Orange, Grapefruit, Bergamot, Pink Pepper","Muguet, Heliotrope, Jasmine","Vanilla, Sandalwood, Vetiver, Patchouli",Night,Unisex
865,HRMN-0865,O.N.S,Naisday,106000,30,XDP,"Bergamot, Mandarin, Carrot seeds, Almond","Jasmine, White Floral, Rose, Petalia","Cocoa Butter, Tonka Bean, Coffe, Mocha, Vanilla",Night,Unisex
866,HRMN-0866,Dance Floor,Naisday,110000,30,XDP,"Green, Bergamot, Coconut",Jasmine,Vanila,Day,Female
867,HRMN-0867,Dans,Sciesa,300000,50,EDP,"Anise, Grapefruit","Rose, Patchouli",White Musk,Versatile,Unisex
868,HRMN-0868,Corso,Sciesa,390000,50,EDP,Lemon,"Plum, Rose, Saffron","Vanilla, Dry Wood",Night,Unisex
869,HRMN-0869,Ives,Gauri,80000,30,EDP,Floral,Floral,Vanilla,Day,Female
870,HRMN-0870,Grania,Gauri,80000,30,EDP,"Black Currant, Green Mandarin, Lavender, Mandarin Orange, Petitgrain","Neroli, Rose, Patchouli, Oakmoss, Orange Blossom, Jasmine","White Musk, Madagascar Vanilla, Cedar, Ambergris",Night,Unisex
871,HRMN-0871,ILEANA,Gauri,80000,30,EDP,"Plum, Ozonic, Grapefruit, Bergamot","Hazelnut, Honey, Cedar, Cashmere Wood, Jasmine, Orange Blossom","Amberwood, Patchouli, Oakmoss, Vetiver",Versatile,Male
872,HRMN-0872,ALENA,Gauri,80000,30,EDP,"Green Notes, Orange","Jasmine Sambac, Honeysuckle, Tuberose","Vanilla, Sandalwood, Oris Root",Day,Female
873,HRMN-0873,ULICIA,Gauri,80000,30,EDP,"Bulgarian Rose, Hawthorn, Black Currant, Mandarin Orange, Petitgrain","Parma Violet, Opoponax, Jasmine, Lavender, Orange Blossom","White Musk, Incense, Madagascar Vanilla, Cedar, Ambergris",Night,Female
874,HRMN-0874,ALLURE,Gauri,80000,30,EDP,Rum,Vanilla,Musk,Night,Unisex
875,HRMN-0875,RAELYNN,Gauri,80000,30,EDP,Floral,Citrus,-,Day,Female
876,HRMN-0876,REANNA,Gauri,80000,30,EDP,"Calabrian bergamot, Orange, Grapefruit","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, Elemi","Ambroxan, Cedar, Labdanum, Leather, Tonka Bean, Styrax, Musk",Versatile,Male
877,HRMN-0877,ULYSSES,Gauri,80000,30,EDP,Citrus,Amber,Warm Spices,Day,Male
878,HRMN-0878,GAELLE,Gauri,80000,30,EDP,Citrus,Fresh Spices,Rose,Day,Male
879,HRMN-0879,Salvia,Euodia,799000,100,EDP,"orange, pine",clary sage,"guaiacwood, patchouli",Day,Male
880,HRMN-0880,Iridace,Euodia,799000,100,EDP,"Orange, Mandarin","Orris Extract, Carrot seed, Jasmine","Vanila, Sandalwood",Day,Female
881,HRMN-0881,Nicotiana,Euodia,799000,100,EDP,"Bergamot, fig, bay leaf","cedarwood, vetiver, musk","hay, tobacco",Day,Male
